# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		610568		63674		54995
1		607573		127219		46583
2		599770		190168		47885
3		563661		249857		47609
4		535290		307777		47619
5		486954		363253		47695
6		432091		415549		47580
7		376987		464329		47791
8		321041		508388		47651
9		285039		548118		47688
10		276408		585274		47774
11		274405		621210		47666
12		261862		656058		47740
13		252614		689798		47756
14		245330		722549		47782
15		240462		754124		47624
16		244522		785377		47792
17		240942		816683		47763
18		232720		847392		47682
19		234765		878048		47657
20		235428		908410		47877
21		236220		938641		47775
22		235714		969396		47774
23		235496		999947		47543
24		235932		1030614		47570
25		231752		1060960		47795
26		234643		1091299		47707
27		240369		1121639		47734
28		239485		1152527		47617
29		239526		1183779		47564
30		242191		1214702		47687
31		243726		1245811		47682
32		240555		1277035		47763
33		245694		1308055		47828
34		242798		1339126		47680
35		231490		1369910		47782
36		238189		1400333		47591
37		239030		1430793		47684
38		236707		1461471		47635
39		236721		1492137		47641
40		237520		1522858		47660
41		235980		1553975		47652
42		241233		1584402		47917
43		235451		1615110		47868
44		234777		1645798		47834
45		234668		1676269		47659
46		232095		1706357		47649
47		228133		1736275		47757
48		233909		1766304		47698
49		234610		1796225		47686
50		233595		1826503		47658
51		229346		1856602		47819
52		230830		1886744		47718
53		230569		1916829		47699
54		234604		1946959		47735
55		235204		1976895		47666
56		236036		2007487		47676
57		236876		2038177		47759
58		232424		2068696		47767
59		228441		2098890		47767
60		233176		2129061		47802
61		236295		2159217		47765
62		239951		2189803		47793
63		233609		2220383		47704
64		236732		2250883		47513
65		240225		2281624		47743
66		234529		2312355		47626
67		242939		2343388		47790
68		239274		2374580		47846
69		242058		2405696		47851
70		237468		2436795		47790
71		239984		2467535		47754
72		241566		2498728		47732
73		242147		2529887		47795
74		239406		2560959		47692
75		237793		2591915		47834
76		235930		2622882		47950
77		236775		2653804		47740
78		238805		2684650		47823
79		237234		2715264		47700
80		232402		2745709		47754
81		238022		2776360		47787
82		233847		2807010		47599
83		235708		2837569		47741
84		237156		2868059		47688
85		236149		2899217		47820
86		236588		2929719		47711
87		234840		2960232		47736
88		234243		2990765		47574
89		235933		3021311		47608
90		239355		3052093		47690
91		237153		3082983		47627
92		237026		3113526		47657
93		242296		3144193		47657
94		236644		3174877		47755
95		237141		3205397		47654
96		235544		3235831		47830
97		232352		3265897		47744
98		230455		3296044		47790
99		230351		3326158		47694
