# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		776		250		179
1		700		500		184
2		660		750		183
3		650		1000		174
4		597		1250		184
5		581		1500		190
6		571		1750		184
7		558		2000		192
8		529		2250		186
9		539		2500		191
10		538		2750		189
11		513		3000		186
12		492		3250		191
13		488		3500		184
14		464		3750		177
15		465		4000		181
16		480		4250		180
17		468		4500		182
18		470		4750		180
19		460		4999		187
20		453		5249		177
21		440		5499		177
22		439		5749		171
23		409		5999		187
24		413		6249		182
25		400		6499		186
26		396		6749		190
27		407		6999		184
28		391		7249		186
29		380		7499		192
30		357		7749		189
31		368		7999		185
32		352		8249		187
33		359		8499		182
34		362		8749		188
35		372		8999		188
36		358		9249		185
37		332		9499		187
38		327		9749		194
39		315		9999		188
40		324		10249		186
41		304		10499		187
42		311		10749		187
43		294		10999		189
44		297		11249		189
45		284		11499		184
46		273		11749		185
47		273		11998		183
48		290		12247		185
49		302		12497		184
50		289		12746		186
51		288		12994		191
52		295		13244		190
53		296		13494		190
54		310		13744		186
55		299		13994		192
56		300		14244		188
57		304		14494		187
58		303		14744		188
59		308		14993		193
60		302		15243		191
61		297		15493		188
62		314		15743		183
63		307		15993		182
64		296		16243		185
65		294		16493		186
66		280		16743		190
67		278		16993		187
68		272		17243		186
69		264		17493		188
70		268		17743		188
71		253		17991		189
72		266		18241		191
73		270		18490		185
74		261		18740		188
75		264		18990		185
76		262		19240		186
77		274		19490		187
78		263		19740		185
79		264		19990		186
80		259		20240		189
81		246		20490		188
82		245		20740		183
83		243		20990		183
84		249		21239		187
85		247		21489		187
86		246		21737		187
87		246		21987		185
88		250		22237		186
89		250		22487		183
90		250		22737		182
91		258		22986		184
92		261		23236		188
93		252		23486		188
94		250		23736		186
95		243		23986		187
96		243		24235		187
97		239		24485		185
98		240		24735		184
99		246		24985		186
100		243		25235		188
101		247		25243		187
102		248		25252		185
103		248		25260		187
104		241		25268		186
105		241		25276		185
106		242		25288		187
107		243		25295		188
108		234		25300		184
109		231		25304		185
110		231		25309		187
111		232		25315		188
112		231		25317		187
113		218		25325		186
114		218		25325		186
115		218		25325		186
116		218		25325		186
117		218		25325		186
118		218		25325		186
119		218		25325		186
120		218		25325		186
121		218		25325		186
122		218		25325		186
123		218		25325		186
124		218		25325		186
125		218		25325		186
126		218		25325		186
127		218		25325		186
128		218		25325		186
129		218		25325		186
130		218		25325		186
131		218		25325		186
132		218		25325		186
133		218		25325		186
134		218		25325		186
135		218		25325		186
136		218		25325		186
137		218		25325		186
138		218		25325		186
139		218		25325		186
140		218		25325		186
141		218		25325		186
142		218		25325		186
143		218		25325		186
144		218		25325		186
145		218		25325		186
146		218		25325		186
147		218		25325		186
148		218		25325		186
149		218		25325		186
150		218		25325		186
151		218		25325		186
152		218		25325		186
153		218		25325		186
154		218		25325		186
155		218		25325		186
156		218		25325		186
157		218		25325		186
158		218		25325		186
159		218		25325		186
160		218		25325		186
161		218		25325		186
162		218		25325		186
163		218		25325		186
164		218		25325		186
165		218		25325		186
166		218		25325		186
167		218		25325		186
168		218		25325		186
169		218		25325		186
170		218		25325		186
171		218		25325		186
172		218		25325		186
173		218		25325		186
174		218		25325		186
175		218		25325		186
176		218		25325		186
177		218		25325		186
178		218		25325		186
179		218		25325		186
180		218		25325		186
181		218		25325		186
182		218		25325		186
183		218		25325		186
184		218		25325		186
185		218		25325		186
186		218		25325		186
187		218		25325		186
188		218		25325		186
189		218		25325		186
190		218		25325		186
191		218		25325		186
192		218		25325		186
193		218		25325		186
194		218		25325		186
195		218		25325		186
196		218		25325		186
197		218		25325		186
198		218		25325		186
199		218		25325		186
200		218		25325		186
201		218		25325		186
202		218		25325		186
203		218		25325		186
204		218		25325		186
205		218		25325		186
206		218		25325		186
207		218		25325		186
208		218		25325		186
209		218		25325		186
210		218		25325		186
211		218		25325		186
212		218		25325		186
213		218		25325		186
214		218		25325		186
215		218		25325		186
216		218		25325		186
217		218		25325		186
218		218		25325		186
219		218		25325		186
220		218		25325		186
221		218		25325		186
222		218		25325		186
223		218		25325		186
224		218		25325		186
225		218		25325		186
226		218		25325		186
227		218		25325		186
228		218		25325		186
229		218		25325		186
230		218		25325		186
231		218		25325		186
232		218		25325		186
233		218		25325		186
234		218		25325		186
235		218		25325		186
236		218		25325		186
237		218		25325		186
238		218		25325		186
239		218		25325		186
240		218		25325		186
241		218		25325		186
242		218		25325		186
243		218		25325		186
244		218		25325		186
245		218		25325		186
246		218		25325		186
247		218		25325		186
248		218		25325		186
249		218		25325		186
250		218		25325		186
251		218		25325		186
252		218		25325		186
253		218		25325		186
254		218		25325		186
255		218		25325		186
256		218		25325		186
257		218		25325		186
258		218		25325		186
259		218		25325		186
260		218		25325		186
261		218		25325		186
262		218		25325		186
263		218		25325		186
264		218		25325		186
265		218		25325		186
266		218		25325		186
267		218		25325		186
268		218		25325		186
269		218		25325		186
270		218		25325		186
271		218		25325		186
272		218		25325		186
273		218		25325		186
274		218		25325		186
275		218		25325		186
276		218		25325		186
277		218		25325		186
278		218		25325		186
279		218		25325		186
280		218		25325		186
281		218		25325		186
282		218		25325		186
283		218		25325		186
284		218		25325		186
285		218		25325		186
