# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		5601		2390		2126
1		5787		4753		1720
2		5511		7076		1819
3		4489		9243		1784
4		4237		11244		1779
5		3855		13145		1749
6		3391		14974		1746
7		3372		16650		1765
8		3214		18303		1742
9		3090		19913		1761
10		3101		21477		1730
11		2950		23055		1736
12		2923		24578		1740
13		2969		26086		1740
14		2944		27545		1744
15		2790		28960		1724
16		2733		30371		1739
17		2754		31736		1745
18		2802		33127		1762
19		2718		34477		1728
20		2712		35851		1735
21		2751		37204		1739
22		2681		38577		1741
23		2690		39939		1743
24		2751		41266		1730
25		2646		42588		1741
26		2720		43934		1747
27		2631		45270		1730
28		2780		46602		1737
29		2649		47909		1720
30		2638		49189		1728
31		2596		50442		1726
32		2557		51714		1726
33		2556		52977		1715
34		2518		54248		1736
35		2491		55464		1737
36		2592		56684		1736
37		2508		57871		1735
38		2536		59083		1746
39		2592		60318		1748
40		2533		61554		1746
41		2521		62777		1741
42		2567		64001		1737
43		2532		65208		1756
44		2520		66443		1762
45		2566		67672		1756
46		2608		68935		1751
47		2564		70179		1750
48		2532		71431		1760
49		2592		72627		1771
50		2493		73848		1754
51		2664		75082		1751
52		2581		76354		1739
53		2598		77616		1741
54		2569		78847		1734
55		2564		80133		1745
56		2645		81430		1739
57		2716		82731		1735
58		2660		84025		1734
59		2669		85316		1741
60		2556		86581		1721
61		2495		87883		1725
62		2552		89148		1718
63		2594		90444		1720
64		2577		91706		1712
65		2592		92965		1722
66		2541		94183		1729
67		2627		95434		1740
68		2600		96658		1749
69		2674		97931		1742
70		2559		99218		1747
71		2637		100501		1762
72		2697		101751		1774
73		2645		103046		1785
74		2699		104362		1797
75		2599		105664		1784
76		2618		106940		1777
77		2750		108239		1783
78		2597		109572		1778
79		2549		110896		1765
80		2729		112207		1752
81		2704		113550		1741
82		2603		114855		1749
83		2704		116175		1762
84		2582		117464		1761
85		2554		118738		1758
86		2568		120036		1755
87		2587		121322		1766
88		2614		122572		1773
89		2619		123802		1766
90		2466		125041		1755
91		2695		126287		1747
92		2557		127550		1739
93		2619		128791		1744
94		2561		130093		1742
95		2641		131379		1741
96		2571		132652		1742
97		2568		133930		1773
98		2649		135183		1760
99		2680		136424		1757
100		2606		137722		1747
101		2687		138977		1763
102		2676		140261		1768
103		2517		141527		1752
104		2553		142810		1756
105		2576		144073		1747
106		2636		145366		1762
107		2692		146664		1749
108		2665		147977		1752
109		2640		149275		1748
110		2496		150560		1752
111		2605		151835		1765
112		2690		153130		1769
113		2620		154422		1764
114		2626		155728		1751
115		2693		157013		1752
116		2564		158320		1754
117		2659		159594		1777
118		2581		160847		1759
119		2525		162099		1766
120		2506		163327		1756
121		2562		164563		1760
122		2635		165809		1758
123		2513		167094		1767
124		2549		168307		1755
125		2525		169512		1731
126		2599		170746		1729
127		2593		172033		1747
128		2595		173307		1759
129		2620		174593		1753
130		2413		175871		1755
131		2712		177124		1752
132		2534		178408		1763
133		2451		179681		1739
134		2596		180934		1748
135		2420		182178		1729
136		2428		183424		1731
137		2573		184675		1731
138		2569		185913		1729
139		2542		187145		1732
140		2543		188401		1724
141		2543		189633		1730
142		2438		190844		1714
143		2440		192065		1719
144		2423		193283		1719
145		2471		194472		1728
146		2552		195678		1738
147		2540		196890		1725
148		2596		198148		1728
149		2570		199396		1734
150		2601		200644		1705
151		2601		201904		1716
152		2612		203162		1733
153		2538		204416		1714
154		2488		205636		1685
155		2531		206875		1705
156		2579		208113		1689
157		2550		209352		1701
158		2439		210615		1710
159		2691		211848		1714
160		2584		213092		1721
161		2514		214353		1714
162		2515		215593		1714
163		2454		216834		1735
164		2577		218094		1726
165		2570		219346		1728
166		2555		220619		1728
167		2539		221869		1717
168		2603		223161		1715
169		2639		224447		1721
170		2605		225759		1734
171		2662		227071		1735
172		2736		228370		1739
173		2664		229692		1752
174		2618		231004		1734
175		2586		232313		1742
176		2666		233613		1739
177		2678		234942		1730
178		2527		236236		1734
